Index,API명,제공기관,수정일자,키워드,상세URL,Category,Region
123,JSON 경기도 용인시_등록 장애인 정보 조회 서비스,경기도 용인시,2025-09-25,"장애인현황,성별구분,등급별통계,지역분포,복지정책,사회포용,지원대상,시설배치",https://www.data.go.kr/data/15097375/openapi.do,교육/복지,경기
124,JSON 경기도 용인시_관광사업체 정보 조회 서비스,경기도 용인시,2025-09-25,"관광숙박업,관광펜션,여행업체,관광자원,산업분포,지역경제,관광정보,산업동향",https://www.data.go.kr/data/15097226/openapi.do,금융/경제,경기
125,JSON 경기도 용인시_도서관 신간도서 정보 조회 서비스,경기도 용인시,2025-09-25,"신간정보,대출가능여부,반납예정일,도서관운영,독서문화,자료관리,서비스개선,문화정책",https://www.data.go.kr/data/15097224/openapi.do,문화/관광,경기
126,XML 경기도_시군별 버스 이용객수,경기도,2025-09-25,"버스 승하차,버스환승,시간별 이용객,버스이용객수,버스통계,버스승차,버스하차,교통빅데이터",https://www.data.go.kr/data/15121882/openapi.do,교통/물류,경기
127,XML 경기도_상시속도,경기도,2025-09-25,"통행속도,주행속도,주요도로,도로교통정보,구간속도,교통혼잡도",https://www.data.go.kr/data/15121898/openapi.do,교통/물류,경기
128,XML 경기도_교통 관련 돌발 정보,경기도,2025-09-25,"비상,위험,상황,돌발정보조회,교통사고,돌발사고,도로통제,교통정보",https://www.data.go.kr/data/15057577/openapi.do,교통/물류,경기
129,XML 경기도_상시교통량(고속도로),경기도,2025-09-25,"시간대별 교통량,고속도로,교통분석,고속도로통행,교통량,교통데이터",https://www.data.go.kr/data/15121891/openapi.do,교통/물류,경기
130,XML 경기도_행정기구 및 정_현원 집계 현황,경기도,2025-09-25,"소방서,경찰서,행정기구,경기도행정기구,행정조직현황,조직정원분석,지방정부조직,행정기구집계",https://www.data.go.kr/data/15057301/openapi.do,문화/관광,경기
131,XML 경기도_노선별 버스 이용객수,경기도,2025-09-25,https://www.data.go.kr/data/15121882/openapi.do,https://www.data.go.kr/data/15121879/openapi.do,교통/물류,경기
132,"XML 경기도_학년별_학급별 학생수(초,중,고,그외) 현황",경기도,2025-09-25,"학년별학생수,학업중단학생수,전출입수,순회학급,학급학생수평균,학교알리미,교사당 학생수,학급별 학생수",https://www.data.go.kr/data/15057363/openapi.do,교육/복지,경기
133,XML JSON 경기도_유해화학물질 취급 사업장 현황,경기도,2025-09-25,"유독물질,사업체,독극물,유해물질,화학물취급,안전",https://www.data.go.kr/data/15059062/openapi.do,안전/재난,경기
134,XML 경기도_생활 폐기물 처리시설 집계 현황,경기도,2025-09-25,"음식물,건설폐기물,폐지,폐기물처리시설,재활용시설,선별방식,선별용량,생활폐기물",https://www.data.go.kr/data/15059463/openapi.do,문화/관광,경기
135,XML 경기도_방과후학교 운영 계획 및 운영 지원 현황,경기도,2025-09-25,"학교도서관,학교시설개방,장애인편의시설,방과후학교,특기적성,초등돌봄교실,수익자부담,특수학교 종일반",https://www.data.go.kr/data/15057374/openapi.do,문화/관광,경기
136,XML JSON 경기도_계량기증명업 현황,경기도,2025-09-25,"측정기,계측기,장비관리,계량점검,인증업,계량장치",https://www.data.go.kr/data/15057933/openapi.do,기타,경기
137,XML 경기도_민박 펜션업소 현황,경기도,2025-09-25,"관광,펜션,관광숙박업체,숙박업소,객실 수,숙소 현황,부대시설,관광 정보",https://www.data.go.kr/data/15056552/openapi.do,문화/관광,경기
138,XML JSON 경기도_골프 연습장업체 현황,경기도,2025-09-25,"구기체육,생활체육,체육시설,골프연습,레저,스포츠",https://www.data.go.kr/data/15056526/openapi.do,문화/관광,경기
139,XML 경기도_급식비 집행 실적_지출 내역 현황,경기도,2025-09-25,"학교도서관,학교시설개방,장애인편의시설,급식비 지출,급식비 집행,학교급식,급식비,경기도 교육",https://www.data.go.kr/data/15058120/openapi.do,금융/경제,경기
140,XML 경기도_건축착공 신고 현황_건축사 사무소별,경기도,2025-09-25,"공동주택,주택미분양,분양가격,건축착공,건축신고,착공위치,설계사무소명,건축사무소",https://www.data.go.kr/data/15056851/openapi.do,부동산/주거,경기
141,XML JSON 경기도_대기 기본 배출 부과금 현황,경기도,2025-09-25,"대기오염,배출부과금,기본부과금,환경부과금,오염원,오염관리",https://www.data.go.kr/data/15058338/openapi.do,환경/에너지,경기
142,XML 경기도_건설하도급 부조리 신고센터 현황,경기도,2025-09-25,"신고센터,복지지원,피해상담,건설하도급,부조리,신고센터,건설정책과,부정행위",https://www.data.go.kr/data/15058189/openapi.do,교육/복지,경기
143,XML 경기도_시도별 등록장애인 집계현황(장애유형별),경기도,2025-09-25,"장애인수,장애급수,장애인인구,장애유형,지체장애,뇌병변,시각장애,등록장애인",https://www.data.go.kr/data/15059180/openapi.do,교육/복지,경기
144,XML JSON 경기도_계량기제조업 현황,경기도,2025-09-25,"측정기,계측기,장비,제조업,공업제품,제조업체",https://www.data.go.kr/data/15057932/openapi.do,산업/고용,경기
145,XML 경기도_시도별 등록장애인 집계현황(장애등급별),경기도,2025-09-25,"장애인수,장애급수,장애인인구,등록장애인,장애등급,장애정도,누림센터,장애유형별",https://www.data.go.kr/data/15057058/openapi.do,교육/복지,경기
146,XML JSON 경기도_수질 기본배출 부과금 현황,경기도,2025-09-25,"수질오염,배출부과금,오염원인,환경부과금,오염물질배출,배출부과금사업장",https://www.data.go.kr/data/15056625/openapi.do,환경/에너지,경기
147,XML 경기도_시군별 장애인활동 지원 기관 현황,경기도,2025-09-25,"복지관,보호시설,요양,장애인활동지원,활동보조,방문목욕,방문간호,국민연금공단",https://www.data.go.kr/data/15059079/openapi.do,교육/복지,경기
148,XML 경기도_시군별 보조기기서비스센터 현황,경기도,2025-09-25,"복지관,보호시설,요양,보조기기,재활공학,장애인복지,수리서비스,시군별센터",https://www.data.go.kr/data/15056742/openapi.do,교육/복지,경기
149,XML 경기도_시군별 고용복지플러스센터 현황,경기도,2025-09-25,"보호작업장,한국장애인고용공단,장애인택시운전원,고용복지플러스센터,고용서비스,복지통합,구직지원,직업훈련",https://www.data.go.kr/data/15057132/openapi.do,산업/고용,경기
150,XML JSON 경기도_유·도선관련업 현황,경기도,2025-09-25,"유도선,레저,해운물류,해운업,여객터미널,해양운송",https://www.data.go.kr/data/15057293/openapi.do,교통/물류,경기
151,XML 경기도_노인여가복지시설(경로당) 현황,경기도,2025-09-25,"노인복지,경로당,여가시설,노인정,고령자,노인시설,사회복지,시니어지원",https://www.data.go.kr/data/15057837/openapi.do,교육/복지,경기
152,XML JSON 경기도_G마크 등록업체 현황,경기도,2025-09-25,"G마크,인증업체,농특산물,품질인증,인증기간,농수산진흥원",https://www.data.go.kr/data/15059212/openapi.do,산업/고용,경기
153,XML 경기도_노인여가복지시설(노인복지관) 현황,경기도,2025-09-25,"노인복지,여가시설,노인복지관,시니어센터,경로복지,복지관운영,고령자복지,시설현황",https://www.data.go.kr/data/15057677/openapi.do,교육/복지,경기
154,XML 경기도_노인주거복지시설(복지주택) 현황,경기도,2025-09-25,"노인복지,복지주택,실버타운,시니어타운,입소정원,비영리시설,고령자,복지시설",https://www.data.go.kr/data/15059390/openapi.do,부동산/주거,경기
155,XML 경기도_시군 여성회관 현황,경기도,2025-09-25,"여성회관,지역복지,평생교육,가족복지,복지시설,행정지원,여성비전센터,경기도",https://www.data.go.kr/data/15057959/openapi.do,교육/복지,경기
156,XML 경기도_노인돌봄서비스 수행기관 현황,경기도,2025-09-25,"노인돌봄,독거노인,기본서비스,종합서비스,돌봄서비스,생활관리사,사회서비스,노인복지",https://www.data.go.kr/data/15058112/openapi.do,교육/복지,경기
157,XML 경기도_소방_경찰_지구대_치안센터 현황,경기도,2025-09-25,"소방서,경찰서,행정기구,지구대,파출소,치안센터",https://www.data.go.kr/data/15057118/openapi.do,안전/재난,경기
158,XML 경기도_중증장애인자립생활지원센터 현황,경기도,2025-09-25,"중증장애인,자립생활센터,장애인복지,복지기관,위치정보,누림센터,장애인지원시설,경기도",https://www.data.go.kr/data/15056757/openapi.do,교육/복지,경기
159,XML 경기도_지정체 구간 정보,경기도,2025-09-25,"교통정보,지정체구간,혼잡도,구간속도,구간길이,교통량,정체정보,OpenAPI",https://www.data.go.kr/data/15058283/openapi.do,교통/물류,경기
160,XML 경기도_건설기계정비 사업자등록 집계 현황,경기도,2025-09-25,"건설기계정비업,건설기계,건설,종합정비,부분정비,등록집계",https://www.data.go.kr/data/15059471/openapi.do,기타,경기
161,XML 경기도_우제류 축산 농가 현황,경기도,2025-09-25,"우제류,축산농가,사육두수,축종정보,가축사육현황,농장정보,도로명주소,위경도",https://www.data.go.kr/data/15059024/openapi.do,교통/물류,경기
162,XML 경기도_학교 내 장애인 편의시설 현황,경기도,2025-09-25,"장애인편의시설,주출입구접근로,점자블록,장애인주차구역,피난설비,학교시설,교내설치여부,학교급",https://www.data.go.kr/data/15057338/openapi.do,교통/물류,경기
163,XML 경기도_채석단지 지정현황,경기도,2025-09-25,"채석단지,토석채취,산지관리법,지정면적,지정일자,신청자정보,위치정보,산지이용",https://www.data.go.kr/data/15058891/openapi.do,기타,경기
164,XML 경기도_급식비 집행 실적_부담 주체 현황,경기도,2025-09-25,"급식비,비용부담,학교급식,재정현황,급식비집행,급식비지출",https://www.data.go.kr/data/15058470/openapi.do,금융/경제,경기
165,XML 경기도_학생교육활동에 필요한 지원시설 현황,경기도,2025-09-25,"교육지원시설,체육관,강당,기숙사재실인원,수영장,진로상담실,학교시설,학교급",https://www.data.go.kr/data/15058293/openapi.do,문화/관광,경기
166,XML JSON 경기도_굴뚝 자동 측정기기 설치 현황,경기도,2025-09-25,"자동측정소,대기오염,오염물질,모니터링,기후환경,오염물질측정",https://www.data.go.kr/data/15059025/openapi.do,환경/에너지,경기
167,XML 경기도_구조활동 현황,경기도,2025-09-25,"소방출동,119,응급,사고유형,구조유형,구조이력",https://www.data.go.kr/data/15059040/openapi.do,보건/식품,경기
168,XML 경기도_장애인 단체 협회 현황,경기도,2025-09-25,"장애인단체,복지협회,지원기관,복지시설,장애인복지,장애인연합회",https://www.data.go.kr/data/15056993/openapi.do,교육/복지,경기
169,XML 경기도_장애인 만성질환 진료실인원 집계현황,경기도,2025-09-25,"장애유형,만성질환,진료인원,건강보험,상병명,장애인건강,국민건강보험,환자수",https://www.data.go.kr/data/15057470/openapi.do,보건/식품,경기
170,"XML 경기도_장애인복지시설(영유아,작업활동등) 현황",경기도,2025-09-25,"장애인복지시설,입소정원,영유아생활시설,작업활동시설,시설구분명,자격소유인원수,총인원수,위치정보",https://www.data.go.kr/data/15058729/openapi.do,문화/관광,경기
171,XML JSON 경기도_자율점검 업소지정 현황,경기도,2025-09-25,"자율점검,대기오염,배출,환경관리,폐수,대기오염",https://www.data.go.kr/data/15059253/openapi.do,환경/에너지,경기
172,XML 경기도_장애인복지관 운영 프로그램,경기도,2025-09-25,"복지관,보호시설,장애인복지,복지프로그램,복지활동,복지관운영",https://www.data.go.kr/data/15057420/openapi.do,교육/복지,경기
